tanggal,provinsi,total_kasus,sembuh_harian,kasus_harian,net_harian
2020-03-21,Aceh,0,0,0,0
2020-03-22,Aceh,0,0,0,0
2020-03-23,Aceh,0,0,0,0
2020-03-24,Aceh,0,0,0,0
2020-03-25,Aceh,0,0,0,0
2020-03-26,Aceh,1,0,1,1
2020-03-27,Aceh,4,0,3,3
2020-03-28,Aceh,4,0,0,0
2020-03-29,Aceh,5,0,0,0
2020-03-30,Aceh,5,0,0,0
2020-03-31,Aceh,5,0,0,0
2020-04-01,Aceh,5,0,0,0
2020-04-02,Aceh,5,0,0,0
2020-04-03,Aceh,5,0,0,0
2020-04-04,Aceh,4,0,0,0
2020-04-05,Aceh,4,0,0,0
2020-04-06,Aceh,4,0,0,0
2020-04-07,Aceh,4,0,0,0
2020-04-08,Aceh,5,0,1,1
2020-04-09,Aceh,4,1,0,-1
2020-04-10,Aceh,3,0,0,0
2020-04-11,Aceh,3,0,0,0
2020-04-12,Aceh,3,0,0,0
2020-04-13,Aceh,0,3,0,-3
2020-04-14,Aceh,0,0,0,0
2020-04-15,Aceh,0,0,0,0
2020-04-16,Aceh,0,0,0,0
2020-04-17,Aceh,0,0,0,0
2020-04-18,Aceh,1,0,1,1
2020-04-19,Aceh,2,0,1,1
2020-04-20,Aceh,2,0,0,0
2020-04-21,Aceh,2,0,0,0
2020-04-22,Aceh,2,0,0,0
2020-04-23,Aceh,2,0,0,0
2020-04-24,Aceh,3,0,1,1
2020-04-25,Aceh,4,0,1,1
2020-04-26,Aceh,4,0,0,0
2020-04-27,Aceh,4,0,0,0
2020-04-28,Aceh,4,0,0,0
2020-04-29,Aceh,4,0,0,0
2020-04-30,Aceh,5,0,1,1
2020-05-01,Aceh,6,0,1,1
2020-05-02,Aceh,4,2,0,-2
2020-05-03,Aceh,5,0,1,1
2020-05-04,Aceh,4,1,0,-1
2020-05-05,Aceh,4,0,0,0
2020-05-06,Aceh,9,0,5,5
2020-05-07,Aceh,9,0,0,0
2020-05-08,Aceh,5,4,0,-4
2020-05-09,Aceh,5,0,0,0
2020-05-10,Aceh,5,0,0,0
2020-05-11,Aceh,5,0,0,0
2020-05-12,Aceh,4,1,0,-1
2020-05-13,Aceh,4,0,0,0
2020-05-14,Aceh,3,1,0,-1
2020-05-15,Aceh,3,0,0,0
2020-05-16,Aceh,2,2,1,-1
2020-05-17,Aceh,2,0,0,0
2020-05-18,Aceh,2,0,0,0
2020-05-19,Aceh,2,0,0,0
2020-05-20,Aceh,2,0,0,0
2020-05-21,Aceh,2,0,0,0
2020-05-22,Aceh,3,0,1,1
2020-05-23,Aceh,1,2,0,-2
2020-05-24,Aceh,1,0,0,0
2020-05-25,Aceh,1,0,0,0
2020-05-26,Aceh,1,0,0,0
2020-05-27,Aceh,1,0,0,0
2020-05-28,Aceh,2,0,1,1
2020-05-29,Aceh,2,0,0,0
2020-05-30,Aceh,2,0,0,0
2020-05-31,Aceh,2,0,0,0
2020-06-01,Aceh,2,0,0,0
2020-06-02,Aceh,2,0,0,0
2020-06-03,Aceh,2,0,0,0
2020-06-04,Aceh,1,1,0,-1
2020-06-05,Aceh,1,0,0,0
2020-06-06,Aceh,1,0,0,0
2020-06-07,Aceh,1,0,0,0
2020-06-08,Aceh,1,0,0,0
2020-06-09,Aceh,1,0,0,0
2020-06-10,Aceh,3,0,2,2
2020-06-11,Aceh,3,0,0,0
2020-06-12,Aceh,3,0,0,0
2020-06-13,Aceh,2,1,0,-1
2020-06-14,Aceh,7,0,5,5
2020-06-15,Aceh,7,0,0,0
2020-06-16,Aceh,6,1,0,-1
2020-06-17,Aceh,15,0,10,10
2020-06-18,Aceh,16,0,1,1
2020-06-19,Aceh,16,0,0,0
2020-06-20,Aceh,17,0,1,1
2020-06-21,Aceh,27,0,10,10
2020-06-22,Aceh,27,0,0,0
2020-06-23,Aceh,27,0,0,0
2020-06-24,Aceh,31,0,4,4
2020-06-25,Aceh,44,0,13,13
2020-06-26,Aceh,47,0,3,3
2020-06-27,Aceh,53,2,8,6
2020-06-28,Aceh,52,3,2,-1
2020-06-29,Aceh,52,0,0,0
2020-06-30,Aceh,51,1,1,0
2020-07-01,Aceh,52,5,6,1
2020-07-02,Aceh,52,0,0,0
2020-07-03,Aceh,53,0,1,1
2020-07-04,Aceh,53,0,0,0
2020-07-05,Aceh,53,0,0,0
2020-07-06,Aceh,44,9,0,-9
2020-07-07,Aceh,43,2,1,-1
2020-07-08,Aceh,35,9,1,-8
2020-07-09,Aceh,33,3,1,-2
2020-07-10,Aceh,28,5,0,-5
2020-07-11,Aceh,33,4,9,5
2020-07-12,Aceh,39,0,7,7
2020-07-13,Aceh,39,0,0,0
2020-07-14,Aceh,41,1,4,3
2020-07-15,Aceh,66,0,27,27
2020-07-16,Aceh,67,1,3,2
2020-07-17,Aceh,72,0,5,5
2020-07-18,Aceh,72,0,0,0
2020-07-19,Aceh,72,0,1,1
2020-07-20,Aceh,74,0,2,2
2020-07-21,Aceh,70,5,1,-4
2020-07-22,Aceh,67,5,2,-3
2020-07-23,Aceh,71,2,7,5
2020-07-24,Aceh,63,12,4,-8
2020-07-25,Aceh,67,2,6,4
2020-07-26,Aceh,67,0,0,0
2020-07-27,Aceh,67,0,0,0
2020-07-28,Aceh,92,0,25,25
2020-07-29,Aceh,135,0,45,45
2020-07-30,Aceh,209,0,74,74
2020-07-31,Aceh,312,0,103,103
2020-08-01,Aceh,312,0,0,0
2020-08-02,Aceh,325,0,16,16
2020-08-03,Aceh,325,0,2,2
2020-08-04,Aceh,332,0,7,7
2020-08-05,Aceh,333,0,2,2
2020-08-06,Aceh,374,0,41,41
2020-08-07,Aceh,427,0,53,53
2020-08-08,Aceh,427,0,0,0
2020-08-09,Aceh,470,0,44,44
2020-08-10,Aceh,566,0,96,96
2020-08-11,Aceh,566,0,0,0
2020-08-12,Aceh,536,100,72,-28
2020-08-13,Aceh,535,0,0,0
2020-08-14,Aceh,625,0,92,92
2020-08-15,Aceh,648,0,25,25
2020-08-16,Aceh,659,0,11,11
2020-08-17,Aceh,827,0,168,168
2020-08-18,Aceh,850,0,25,25
2020-08-19,Aceh,913,0,63,63
2020-08-20,Aceh,918,0,5,5
2020-08-21,Aceh,920,0,4,4
2020-08-22,Aceh,990,0,70,70
2020-08-23,Aceh,988,0,0,0
2020-08-24,Aceh,1015,0,30,30
2020-08-25,Aceh,1032,0,20,20
2020-08-26,Aceh,1062,0,30,30
2020-08-27,Aceh,1170,0,108,108
2020-08-28,Aceh,1209,0,50,50
2020-08-29,Aceh,1300,0,97,97
2020-08-30,Aceh,1293,55,54,-1
2020-08-31,Aceh,1258,66,33,-33
2020-09-01,Aceh,1188,83,16,-67
2020-09-02,Aceh,1234,0,48,48
2020-09-03,Aceh,1319,8,97,89
2020-09-04,Aceh,1376,31,90,59
2020-09-05,Aceh,1435,0,61,61
2020-09-06,Aceh,1511,0,78,78
2020-09-07,Aceh,1527,0,19,19
2020-09-08,Aceh,1477,60,12,-48
2020-09-09,Aceh,1563,10,98,88
2020-09-10,Aceh,1667,0,106,106
2020-09-11,Aceh,1810,0,145,145
2020-09-12,Aceh,1934,0,124,124
2020-09-13,Aceh,2142,0,212,212
2020-09-14,Aceh,2238,52,153,101
2020-09-15,Aceh,2227,145,140,-5
2020-09-16,Aceh,1912,399,95,-304
2020-09-17,Aceh,2009,0,109,109
2020-09-18,Aceh,1962,160,116,-44
2020-09-19,Aceh,2093,44,175,131
2020-09-20,Aceh,2157,0,68,68
2020-09-21,Aceh,1878,376,99,-277
2020-09-22,Aceh,1869,94,91,-3
2020-09-23,Aceh,1916,0,50,50
2020-09-24,Aceh,1857,115,56,-59
2020-09-25,Aceh,1946,0,91,91
2020-09-26,Aceh,2134,0,191,191
2020-09-27,Aceh,2054,148,73,-75
2020-09-28,Aceh,1956,165,79,-86
2020-09-29,Aceh,1972,123,146,23
2020-09-30,Aceh,2053,0,83,83
2020-10-01,Aceh,2000,162,112,-50
2020-10-02,Aceh,2183,0,188,188
2020-10-03,Aceh,2098,155,73,-82
2020-10-04,Aceh,1963,196,67,-129
2020-10-05,Aceh,1850,178,70,-108
2020-10-06,Aceh,1865,99,118,19
2020-10-07,Aceh,1724,211,72,-139
2020-10-08,Aceh,1727,166,169,3
2020-10-09,Aceh,1755,93,123,30
2020-10-10,Aceh,1851,0,98,98
2020-10-11,Aceh,1973,0,123,123
2020-10-12,Aceh,1888,161,77,-84
2020-10-13,Aceh,1831,105,51,-54
2020-10-14,Aceh,1835,58,65,7
2020-10-15,Aceh,1800,149,117,-32
2020-10-16,Aceh,1842,129,177,48
2020-10-17,Aceh,1892,131,182,51
2020-10-18,Aceh,1713,287,115,-172
2020-10-19,Aceh,1614,215,116,-99
2020-10-20,Aceh,1493,217,98,-119
2020-10-21,Aceh,1569,0,79,79
2020-10-22,Aceh,1670,0,103,103
2020-10-23,Aceh,1756,0,90,90
2020-10-24,Aceh,1838,0,88,88
2020-10-25,Aceh,1924,0,87,87
2020-10-26,Aceh,1959,0,40,40
2020-10-27,Aceh,1968,0,13,13
2020-10-28,Aceh,2036,0,74,74
2020-10-29,Aceh,2070,0,34,34
2020-10-30,Aceh,2088,0,21,21
2020-10-31,Aceh,2098,0,11,11
2020-11-01,Aceh,2119,0,21,21
2020-11-02,Aceh,2014,136,31,-105
2020-11-03,Aceh,1859,178,25,-153
2020-11-04,Aceh,1718,180,44,-136
2020-11-05,Aceh,1753,0,37,37
2020-11-06,Aceh,1630,194,71,-123
2020-11-07,Aceh,1571,83,27,-56
2020-11-08,Aceh,1350,247,26,-221
2020-11-09,Aceh,1150,203,3,-200
2020-11-10,Aceh,1179,0,29,29
2020-11-11,Aceh,1230,0,51,51
2020-11-12,Aceh,1257,0,27,27
2020-11-13,Aceh,1298,4,45,41
2020-11-14,Aceh,1315,3,20,17
2020-11-15,Aceh,1362,2,49,47
2020-11-16,Aceh,1383,0,21,21
2020-11-17,Aceh,1397,28,43,15
2020-11-18,Aceh,1277,115,18,-97
2020-11-19,Aceh,1327,0,50,50
2020-11-20,Aceh,1348,0,21,21
2020-11-21,Aceh,1390,0,42,42
2020-11-22,Aceh,1408,0,18,18
2020-11-23,Aceh,1438,0,30,30
2020-11-24,Aceh,1444,0,6,6
2020-11-25,Aceh,1338,140,39,-101
2020-11-26,Aceh,1330,26,24,-2
2020-11-27,Aceh,1346,4,21,17
2020-11-28,Aceh,1356,0,11,11
2020-11-29,Aceh,1351,28,27,-1
2020-11-30,Aceh,1352,9,10,1
2020-12-01,Aceh,1341,14,9,-5
2020-12-02,Aceh,1315,35,10,-25
2020-12-03,Aceh,1353,6,44,38
2020-12-04,Aceh,1359,2,14,12
2020-12-05,Aceh,1362,7,15,8
2020-12-06,Aceh,1282,118,38,-80
2020-12-07,Aceh,1283,3,4,1
2020-12-08,Aceh,1292,8,18,10
2020-12-09,Aceh,1295,3,6,3
2020-12-10,Aceh,1298,5,8,3
2020-12-11,Aceh,1300,11,20,9
2020-12-12,Aceh,1314,14,29,15
2020-12-13,Aceh,1329,0,15,15
2020-12-14,Aceh,1278,53,4,-49
2020-12-15,Aceh,1202,86,12,-74
2020-12-16,Aceh,1204,6,8,2
2020-12-17,Aceh,1202,10,8,-2
2020-12-18,Aceh,1150,55,3,-52
2020-12-19,Aceh,1156,6,12,6
2020-12-20,Aceh,1144,15,4,-11
2020-12-21,Aceh,1160,2,18,16
2020-12-22,Aceh,1178,11,29,18
2020-12-23,Aceh,1199,7,30,23
2020-12-24,Aceh,1196,17,14,-3
2020-12-25,Aceh,1210,1,15,14
2020-12-26,Aceh,1222,6,19,13
2020-12-27,Aceh,1235,0,13,13
2020-12-28,Aceh,1235,16,16,0
2020-12-29,Aceh,1240,4,9,5
2020-12-30,Aceh,1244,2,6,4
2020-12-31,Aceh,1239,9,4,-5
2021-01-01,Aceh,1236,10,7,-3
2021-01-02,Aceh,1237,7,8,1
2021-01-03,Aceh,1239,0,2,2
2021-01-04,Aceh,1234,10,5,-5
2021-01-05,Aceh,1240,2,8,6
2021-01-06,Aceh,1255,14,29,15
2021-01-07,Aceh,1198,85,31,-54
2021-01-08,Aceh,1235,5,42,37
2021-01-09,Aceh,1238,12,16,4
2021-01-10,Aceh,1238,14,15,1
2021-01-11,Aceh,1247,1,10,9
2021-01-12,Aceh,1290,0,48,48
2021-01-13,Aceh,1307,5,24,19
2021-01-14,Aceh,1303,13,11,-2
2021-01-15,Aceh,1282,36,16,-20
2021-01-16,Aceh,1297,1,17,16
2021-01-17,Aceh,1315,0,18,18
2021-01-18,Aceh,1288,26,2,-24
2021-01-19,Aceh,1153,151,16,-135
2021-01-20,Aceh,1142,28,18,-10
2021-01-21,Aceh,1117,36,11,-25
2021-01-22,Aceh,1126,6,15,9
2021-01-23,Aceh,1135,2,11,9
2021-01-24,Aceh,1151,2,18,16
2021-01-25,Aceh,1146,5,0,-5
2021-01-26,Aceh,1147,4,5,1
2021-01-27,Aceh,1152,9,14,5
2021-01-28,Aceh,1170,0,18,18
2021-01-29,Aceh,1183,8,21,13
2021-01-30,Aceh,1198,7,22,15
2021-01-31,Aceh,1199,3,4,1
2021-02-01,Aceh,1196,5,2,-3
2021-02-02,Aceh,1206,11,22,11
2021-02-03,Aceh,1200,20,14,-6
2021-02-04,Aceh,1206,4,10,6
2021-02-05,Aceh,1215,0,9,9
2021-02-06,Aceh,1220,8,13,5
2021-02-07,Aceh,1232,2,14,12
2021-02-08,Aceh,1211,31,11,-20
2021-02-09,Aceh,1257,1,47,46
2021-02-10,Aceh,1239,21,3,-18
2021-02-11,Aceh,1251,5,17,12
2021-02-12,Aceh,1259,0,8,8
2021-02-13,Aceh,1255,3,1,-2
2021-02-14,Aceh,1259,0,4,4
2021-02-15,Aceh,1259,0,0,0
2021-02-16,Aceh,1259,0,0,0
2021-02-17,Aceh,1259,0,0,0
2021-02-18,Aceh,1286,5,32,27
2021-02-19,Aceh,1290,9,13,4
2021-02-20,Aceh,1280,18,8,-10
2021-02-21,Aceh,1281,0,1,1
2021-02-22,Aceh,1277,5,1,-4
2021-02-23,Aceh,1299,7,29,22
2021-02-24,Aceh,1316,9,26,17
2021-02-25,Aceh,1325,0,10,10
2021-02-26,Aceh,1312,21,8,-13
2021-02-27,Aceh,1306,8,3,-5
2021-02-28,Aceh,1313,0,7,7
2021-03-01,Aceh,1299,16,2,-14
2021-03-02,Aceh,1309,4,14,10
2021-03-03,Aceh,1313,6,13,7
2021-03-04,Aceh,1321,2,10,8
2021-03-05,Aceh,1326,4,9,5
2021-03-06,Aceh,1324,18,16,-2
2021-03-07,Aceh,1328,0,4,4
2021-03-08,Aceh,1331,4,7,3
2021-03-09,Aceh,1331,26,26,0
2021-03-10,Aceh,1327,4,0,-4
2021-03-11,Aceh,1346,0,19,19
2021-03-12,Aceh,1344,7,6,-1
2021-03-13,Aceh,1358,0,14,14
2021-03-14,Aceh,1335,28,5,-23
2021-03-15,Aceh,1329,6,0,-6
2021-03-16,Aceh,1318,21,10,-11
2021-03-17,Aceh,1321,3,6,3
2021-03-18,Aceh,1328,3,10,7
2021-03-19,Aceh,1344,0,16,16
2021-03-20,Aceh,1336,23,15,-8
2021-03-21,Aceh,1336,0,0,0
2021-03-22,Aceh,1353,3,20,17
2021-03-23,Aceh,1359,8,15,7
2021-03-24,Aceh,1370,0,13,13
2021-03-25,Aceh,1371,2,6,4
2021-03-26,Aceh,1370,16,15,-1
2021-03-27,Aceh,1383,6,21,15
2021-03-28,Aceh,1376,19,12,-7
2021-03-29,Aceh,1377,6,8,2
2021-03-30,Aceh,1386,0,9,9
2021-03-31,Aceh,1414,2,30,28
2021-04-01,Aceh,1424,1,11,10
2021-04-02,Aceh,1427,6,9,3
2021-04-03,Aceh,1427,6,6,0
2021-04-04,Aceh,1429,2,4,2
2021-04-05,Aceh,1439,0,11,11
2021-04-06,Aceh,1428,23,13,-10
2021-04-07,Aceh,1446,21,39,18
2021-04-08,Aceh,1481,6,42,36
2021-04-09,Aceh,1502,6,28,22
2021-04-10,Aceh,1514,5,20,15
2021-04-11,Aceh,1521,0,7,7
2021-04-12,Aceh,1526,17,24,7
2021-04-13,Aceh,1519,35,28,-7
2021-04-14,Aceh,1524,21,26,5
2021-04-15,Aceh,1462,101,40,-61
2021-04-16,Aceh,1363,121,22,-99
2021-04-17,Aceh,1284,113,35,-78
2021-04-18,Aceh,1226,100,43,-57
2021-04-19,Aceh,1137,101,13,-88
2021-04-20,Aceh,1070,113,52,-61
2021-04-21,Aceh,1018,114,64,-50
2021-04-22,Aceh,998,105,87,-18
2021-04-23,Aceh,1078,9,91,82
2021-04-24,Aceh,1012,107,46,-61
2021-04-25,Aceh,923,111,24,-87
2021-04-26,Aceh,954,33,67,34
2021-04-27,Aceh,1015,9,70,61
2021-04-28,Aceh,975,107,71,-36
2021-04-29,Aceh,998,56,82,26
2021-04-30,Aceh,992,83,78,-5
2021-05-01,Aceh,995,119,124,5
2021-05-02,Aceh,1003,53,68,15
2021-05-03,Aceh,1044,14,56,42
2021-05-04,Aceh,1128,9,98,89
2021-05-05,Aceh,1195,18,91,73
2021-05-06,Aceh,1263,38,107,69
2021-05-07,Aceh,1258,114,113,-1
2021-05-08,Aceh,1349,5,100,95
2021-05-09,Aceh,1278,93,28,-65
2021-05-10,Aceh,1254,87,68,-19
2021-05-11,Aceh,1319,33,100,67
2021-05-12,Aceh,1412,32,128,96
2021-05-13,Aceh,1415,22,26,4
2021-05-14,Aceh,1399,18,5,-13
2021-05-15,Aceh,1442,12,57,45
2021-05-16,Aceh,1401,74,35,-39
2021-05-17,Aceh,1465,22,91,69
2021-05-18,Aceh,1515,74,128,54
2021-05-19,Aceh,1591,62,147,85
2021-05-20,Aceh,1785,2,199,197
2021-05-21,Aceh,1850,102,176,74
2021-05-22,Aceh,1970,9,135,126
2021-05-23,Aceh,1975,93,104,11
2021-05-24,Aceh,1877,257,167,-90
2021-05-25,Aceh,1902,151,185,34
2021-05-26,Aceh,2126,39,267,228
2021-05-27,Aceh,2220,129,230,101
2021-05-28,Aceh,2327,145,260,115
2021-05-29,Aceh,2487,126,293,167
2021-05-30,Aceh,2637,117,270,153
2021-05-31,Aceh,2606,132,116,-16
2021-06-01,Aceh,2607,120,122,2
2021-06-02,Aceh,2705,1,101,100
2021-06-03,Aceh,2864,48,214,166
2021-06-04,Aceh,3025,39,209,170
2021-06-05,Aceh,3106,122,206,84
2021-06-06,Aceh,3161,139,196,57
2021-06-07,Aceh,3094,189,130,-59
2021-06-08,Aceh,3178,68,157,89
2021-06-09,Aceh,3275,114,226,112
2021-06-10,Aceh,3479,35,247,212
2021-06-11,Aceh,3668,88,284,196
2021-06-12,Aceh,3573,189,108,-81
2021-06-13,Aceh,3688,38,159,121
2021-06-14,Aceh,3801,47,166,119
2021-06-15,Aceh,3667,281,155,-126
2021-06-16,Aceh,3741,50,133,83
2021-06-17,Aceh,3789,88,140,52
2021-06-18,Aceh,3870,67,150,83
2021-06-19,Aceh,3901,78,116,38
2021-06-20,Aceh,3971,20,93,73
2021-06-21,Aceh,3806,200,47,-153
2021-06-22,Aceh,3780,79,63,-16
2021-06-23,Aceh,3706,224,156,-68
2021-06-24,Aceh,3662,111,73,-38
2021-06-25,Aceh,3702,57,103,46
2021-06-26,Aceh,3687,90,81,-9
2021-06-27,Aceh,3702,40,59,19
2021-06-28,Aceh,3762,30,104,74
2021-06-29,Aceh,3798,87,133,46
2021-06-30,Aceh,3769,116,98,-18
2021-07-01,Aceh,3804,54,92,38
2021-07-02,Aceh,3631,259,94,-165
2021-07-03,Aceh,3488,209,72,-137
2021-07-04,Aceh,3492,67,72,5
2021-07-05,Aceh,3498,21,34,13
2021-07-06,Aceh,3598,72,174,102
2021-07-07,Aceh,3676,29,114,85
2021-07-08,Aceh,3781,50,162,112
2021-07-09,Aceh,3740,108,80,-28
2021-07-10,Aceh,3855,16,133,117
2021-07-11,Aceh,3877,43,67,24
2021-07-12,Aceh,3726,181,36,-145
2021-07-13,Aceh,3743,138,162,24
2021-07-14,Aceh,3831,20,116,96
2021-07-15,Aceh,3840,82,100,18
2021-07-16,Aceh,3847,50,63,13
2021-07-17,Aceh,3864,39,69,30
2021-07-18,Aceh,3833,86,63,-23
2021-07-19,Aceh,3792,49,11,-38
2021-07-20,Aceh,3833,11,52,41
2021-07-21,Aceh,3844,36,51,15
2021-07-22,Aceh,3889,57,103,46
2021-07-23,Aceh,3998,33,145,112
2021-07-24,Aceh,4166,41,212,171
2021-07-25,Aceh,4314,47,200,153
2021-07-26,Aceh,4413,56,160,104
2021-07-27,Aceh,4561,70,226,156
2021-07-28,Aceh,4753,40,237,197
2021-07-29,Aceh,4934,40,231,191
2021-07-30,Aceh,5098,66,240,174
2021-07-31,Aceh,5156,162,228,66
2021-08-01,Aceh,5287,67,204,137
2021-08-02,Aceh,5159,188,62,-126
2021-08-03,Aceh,5239,165,259,94
2021-08-04,Aceh,5481,99,351,252
2021-08-05,Aceh,5614,134,285,151
2021-08-06,Aceh,5796,193,383,190
2021-08-07,Aceh,5942,184,343,159
2021-08-08,Aceh,5889,327,285,-42
2021-08-09,Aceh,5884,137,152,15
2021-08-10,Aceh,6161,95,379,284
2021-08-11,Aceh,6390,151,385,234
2021-08-12,Aceh,6166,375,181,-194
2021-08-13,Aceh,6185,383,411,28
2021-08-14,Aceh,6004,562,397,-165
2021-08-15,Aceh,5271,1033,310,-723
2021-08-16,Aceh,5449,136,341,205
2021-08-17,Aceh,5609,218,390,172
2021-08-18,Aceh,5806,176,383,207
2021-08-19,Aceh,5911,238,355,117
2021-08-20,Aceh,6108,244,459,215
2021-08-21,Aceh,6206,255,382,127
2021-08-22,Aceh,6338,178,334,156
2021-08-23,Aceh,6258,287,229,-58
2021-08-24,Aceh,6263,337,354,17
2021-08-25,Aceh,6359,253,368,115
2021-08-26,Aceh,6522,181,361,180
2021-08-27,Aceh,6782,112,388,276
2021-08-28,Aceh,6680,386,307,-79
2021-08-29,Aceh,6802,194,335,141
2021-08-30,Aceh,6750,223,190,-33
2021-08-31,Aceh,6664,387,327,-60
2021-09-01,Aceh,6659,298,310,12
2021-09-02,Aceh,6767,202,323,121
2021-09-03,Aceh,6843,239,339,100
2021-09-04,Aceh,6756,305,232,-73
2021-09-05,Aceh,6692,311,262,-49
2021-09-06,Aceh,6544,302,164,-138
2021-09-07,Aceh,6301,492,279,-213
2021-09-08,Aceh,6271,252,252,0
2021-09-09,Aceh,6300,190,230,40
2021-09-10,Aceh,6312,217,250,33
2021-09-11,Aceh,6037,457,207,-250
2021-09-12,Aceh,5875,276,125,-151
2021-09-13,Aceh,5545,454,133,-321
2021-09-14,Aceh,5461,216,143,-73
2021-09-15,Aceh,5417,161,135,-26
2021-09-16,Aceh,5296,241,139,-102
2021-09-17,Aceh,5231,212,161,-51
2021-09-18,Aceh,4997,377,159,-218
2021-09-19,Aceh,4826,270,111,-159
2021-09-20,Aceh,4600,267,64,-203
2021-09-21,Aceh,4191,557,164,-393
2021-09-22,Aceh,3466,833,122,-711
2021-09-23,Aceh,3348,165,70,-95
2021-09-24,Aceh,2541,880,85,-795
2021-09-25,Aceh,2126,494,88,-406
2021-09-26,Aceh,2021,144,44,-100
2021-09-27,Aceh,1994,86,63,-23
2021-09-28,Aceh,1872,155,42,-113
2021-09-29,Aceh,1850,74,62,-12
2021-09-30,Aceh,1779,101,40,-61
2020-03-21,Bali,2,0,0,0
2020-03-22,Bali,1,0,0,0
2020-03-23,Bali,4,0,3,3
2020-03-24,Bali,4,0,0,0
2020-03-25,Bali,7,0,3,3
2020-03-26,Bali,7,0,0,0
2020-03-27,Bali,7,0,0,0
2020-03-28,Bali,7,0,0,0
2020-03-29,Bali,8,0,1,1
2020-03-30,Bali,17,0,9,9
2020-03-31,Bali,17,0,0,0
2020-04-01,Bali,13,10,6,-4
2020-04-02,Bali,13,0,0,0
2020-04-03,Bali,15,0,2,2
2020-04-04,Bali,20,0,5,5
2020-04-05,Bali,15,8,3,-5
2020-04-06,Bali,23,0,7,7
2020-04-07,Bali,23,0,0,0
2020-04-08,Bali,29,0,6,6
2020-04-09,Bali,43,0,14,14
2020-04-10,Bali,54,1,12,11
2020-04-11,Bali,58,0,4,4
2020-04-12,Bali,60,0,2,2
2020-04-13,Bali,64,1,5,4
2020-04-14,Bali,69,1,6,5
2020-04-15,Bali,73,2,6,4
2020-04-16,Bali,79,9,15,6
2020-04-17,Bali,86,4,11,7
2020-04-18,Bali,92,0,7,7
2020-04-19,Bali,94,2,4,2
2020-04-20,Bali,95,4,5,1
2020-04-21,Bali,105,0,10,10
2020-04-22,Bali,101,5,2,-3
2020-04-23,Bali,108,8,15,7
2020-04-24,Bali,118,0,10,10
2020-04-25,Bali,109,15,6,-9
2020-04-26,Bali,107,5,3,-2
2020-04-27,Bali,109,6,8,2
2020-04-28,Bali,123,7,21,14
2020-04-29,Bali,115,8,0,-8
2020-04-30,Bali,105,17,7,-10
2020-05-01,Bali,110,8,13,5
2020-05-02,Bali,104,8,2,-6
2020-05-03,Bali,107,22,25,3
2020-05-04,Bali,108,8,9,1
2020-05-05,Bali,113,1,6,5
2020-05-06,Bali,107,6,0,-6
2020-05-07,Bali,100,17,10,-7
2020-05-08,Bali,101,12,13,1
2020-05-09,Bali,105,2,6,4
2020-05-10,Bali,103,7,5,-2
2020-05-11,Bali,100,6,3,-3
2020-05-12,Bali,109,5,14,9
2020-05-13,Bali,108,5,4,-1
2020-05-14,Bali,110,3,5,2
2020-05-15,Bali,107,9,6,-3
2020-05-16,Bali,99,11,3,-8
2020-05-17,Bali,94,7,2,-5
2020-05-18,Bali,98,7,11,4
2020-05-19,Bali,92,10,4,-6
2020-05-20,Bali,91,9,8,-1
2020-05-21,Bali,90,4,3,-1
2020-05-22,Bali,92,4,6,2
2020-05-23,Bali,97,3,8,5
2020-05-24,Bali,97,6,6,0
2020-05-25,Bali,97,2,2,0
2020-05-26,Bali,108,0,11,11
2020-05-27,Bali,109,7,8,1
2020-05-28,Bali,102,12,5,-7
2020-05-29,Bali,119,6,23,17
2020-05-30,Bali,123,8,12,4
2020-05-31,Bali,132,1,10,9
2020-06-01,Bali,143,5,17,12
2020-06-02,Bali,148,0,5,5
2020-06-03,Bali,136,15,3,-12
2020-06-04,Bali,141,15,20,5
2020-06-05,Bali,150,5,14,9
2020-06-06,Bali,181,2,33,31
2020-06-07,Bali,204,2,25,23
2020-06-08,Bali,212,4,12,8
2020-06-09,Bali,194,32,14,-18
2020-06-10,Bali,223,3,32,29
2020-06-11,Bali,230,12,19,7
2020-06-12,Bali,242,24,36,12
2020-06-13,Bali,255,14,28,14
2020-06-14,Bali,261,12,18,6
2020-06-15,Bali,252,28,19,-9
2020-06-16,Bali,266,8,22,14
2020-06-17,Bali,281,32,47,15
2020-06-18,Bali,336,11,66,55
2020-06-19,Bali,404,13,81,68
2020-06-20,Bali,420,20,37,17
2020-06-21,Bali,438,17,37,20
2020-06-22,Bali,456,12,30,18
2020-06-23,Bali,468,24,36,12
2020-06-24,Bali,503,7,42,35
2020-06-25,Bali,546,11,56,45
2020-06-26,Bali,522,73,49,-24
2020-06-27,Bali,607,21,106,85
2020-06-28,Bali,630,20,45,25
2020-06-29,Bali,648,12,30,18
2020-06-30,Bali,681,15,49,34
2020-07-01,Bali,652,62,34,-28
2020-07-02,Bali,749,15,113,98
2020-07-03,Bali,777,38,66,28
2020-07-04,Bali,842,24,91,67
2020-07-05,Bali,862,30,52,22
2020-07-06,Bali,903,7,51,44
2020-07-07,Bali,881,60,40,-20
2020-07-08,Bali,867,45,31,-14
2020-07-09,Bali,827,92,53,-39
2020-07-10,Bali,882,31,86,55
2020-07-11,Bali,768,150,37,-113
2020-07-12,Bali,757,59,48,-11
2020-07-13,Bali,722,97,62,-35
